city,city_ascii,lat,lng,pop,country,iso2,iso3,province,abbr
Whittier,Whittier,60.78415672,-148.6776797,177,United States of America,US,USA,Alaska,#N/A
Denali Park,Denali Park,63.73309816,-148.9140994,1063,United States of America,US,USA,Alaska,#N/A
Cantwell,Cantwell,63.39159446,-148.9507896,222,United States of America,US,USA,Alaska,#N/A
Nenana,Nenana,64.56379681,-149.0930032,75,United States of America,US,USA,Alaska,#N/A
Palmer,Palmer,61.59971417,-149.1126919,9848,United States of America,US,USA,Alaska,#N/A
Wasilla,Wasilla,61.58173077,-149.439442,8521,United States of America,US,USA,Alaska,#N/A
Seward,Seward,60.1261607,-149.4699827,2900,United States of America,US,USA,Alaska,#N/A
Anchorage,Anchorage,61.21996991,-149.9002149,252068,United States of America,US,USA,Alaska,#N/A
Montana,Montana,62.07968487,-150.0727625,10,United States of America,US,USA,Alaska,#N/A
Wiseman,Wiseman,67.4104706,-150.1074891,14,United States of America,US,USA,Alaska,#N/A
Talkeetna,Talkeetna,62.3237785,-150.1094269,1078,United States of America,US,USA,Alaska,#N/A
Kenai,Kenai,60.55435162,-151.2580131,6580.5,United States of America,US,USA,Alaska,#N/A
Homer,Homer,59.64293439,-151.5482797,5021.5,United States of America,US,USA,Alaska,#N/A
Tanana,Tanana,65.17187339,-152.0787899,291.5,United States of America,US,USA,Alaska,#N/A
Lake Minchumina,Lake Minchumina,63.88283063,-152.3121865,32,United States of America,US,USA,Alaska,#N/A
Kodiak,Kodiak,57.78999839,-152.4069869,7804.5,United States of America,US,USA,Alaska,#N/A
Allakaket,Allakaket,66.56548342,-152.6454995,97,United States of America,US,USA,Alaska,#N/A
Hughes,Hughes,66.04918418,-154.2549878,78,United States of America,US,USA,Alaska,#N/A
Karluk,Karluk,57.57228558,-154.4550273,96,United States of America,US,USA,Alaska,#N/A
Newhalen,Newhalen,59.72034568,-154.8971967,160,United States of America,US,USA,Alaska,#N/A
Hilo,Hilo,19.69999778,-155.0900273,47720.5,United States of America,US,USA,Hawaii,#N/A
McGrath,McGrath,62.9568148,-155.5957845,138,United States of America,US,USA,Alaska,#N/A
Kailua-Kona,Kailua-Kona,19.6405556,-155.9955556,9870,United States of America,US,USA,Hawaii,#N/A
Wailuku,Wailuku,20.89147544,-156.5047213,32769.5,United States of America,US,USA,Hawaii,#N/A
King Salmon,King Salmon,58.68870323,-156.6613784,292,United States of America,US,USA,Alaska,#N/A
Barrow,Barrow,71.29056968,-156.78858,3412,United States of America,US,USA,Alaska,#N/A
Kobuk,Kobuk,66.9072455,-156.8809774,151,United States of America,US,USA,Alaska,#N/A
Galena,Galena,64.73329551,-156.9269953,485,United States of America,US,USA,Alaska,#N/A
Red Devil,Red Devil,61.76099632,-157.3125273,24,United States of America,US,USA,Alaska,#N/A
Atqasuk,Atqasuk,70.4693795,-157.395778,201,United States of America,US,USA,Alaska,#N/A
Pilot Point,Pilot Point,57.56455996,-157.5691266,68,United States of America,US,USA,Alaska,#N/A
Koyukuk,Koyukuk,64.88028912,-157.7008499,101,United States of America,US,USA,Alaska,#N/A
Ambler,Ambler,67.08648521,-157.8514091,258,United States of America,US,USA,Alaska,#N/A
Honolulu,Honolulu,21.30687644,-157.8579979,578828.5,United States of America,US,USA,Hawaii,#N/A
Wahiawa,Wahiawa,21.50309186,-158.0236209,95336,United States of America,US,USA,Hawaii,#N/A
Chignik,Chignik,56.295671,-158.4022282,118,United States of America,US,USA,Alaska,#N/A
Dillingham,Dillingham,59.05656031,-158.4803121,1710,United States of America,US,USA,Alaska,#N/A
Port Heiden,Port Heiden,56.94909365,-158.6268915,102,United States of America,US,USA,Alaska,#N/A
Kaltag,Kaltag,64.32719627,-158.7218986,190,United States of America,US,USA,Alaska,#N/A
Perryville,Perryville,55.91861391,-159.1511489,113,United States of America,US,USA,Alaska,#N/A
Lihue,Lihue,21.98151227,-159.3710063,10694.5,United States of America,US,USA,Hawaii,#N/A
Aniak,Aniak,61.5787077,-159.5221857,501,United States of America,US,USA,Alaska,#N/A
Nyac,Nyac,61.00414329,-159.9404806,75,United States of America,US,USA,Alaska,#N/A
Selawik,Selawik,66.60387901,-160.0093911,832,United States of America,US,USA,Alaska,#N/A
Wainwright,Wainwright,70.63688865,-160.0383041,174,United States of America,US,USA,Alaska,#N/A
Togiak,Togiak,59.07036101,-160.3783234,236,United States of America,US,USA,Alaska,#N/A
Sand Point,Sand Point,55.33970868,-160.4971908,667,United States of America,US,USA,Alaska,#N/A
Unalakleet,Unalakleet,63.87342552,-160.7880516,741,United States of America,US,USA,Alaska,#N/A
Koyuk,Koyuk,64.94026874,-161.1574717,254,United States of America,US,USA,Alaska,#N/A
Goodnews Bay,Goodnews Bay,59.12099265,-161.5871302,230,United States of America,US,USA,Alaska,#N/A
Bethel,Bethel,60.79330345,-161.7557961,5440.5,United States of America,US,USA,Alaska,#N/A
Quinhagak,Quinhagak,59.74923281,-161.9157864,250,United States of America,US,USA,Alaska,#N/A
Kotzebue,Kotzebue,66.89869305,-162.5965975,2873.5,United States of America,US,USA,Alaska,#N/A
Cold Bay,Cold Bay,55.20000144,-162.7150916,154,United States of America,US,USA,Alaska,#N/A
False Pass,False Pass,54.85121136,-163.415023,35,United States of America,US,USA,Alaska,#N/A
Kotlit,Kotlit,63.03458783,-163.5532833,1002,United States of America,US,USA,Alaska,#N/A
Mountain Village,Mountain Village,62.08552431,-163.729009,755,United States of America,US,USA,Alaska,#N/A
Kivalina,Kivalina,67.73149224,-164.4859034,374,United States of America,US,USA,Alaska,#N/A
Emmonak,Emmonak,62.77698081,-164.5229916,100,United States of America,US,USA,Alaska,#N/A
Tununak,Tununak,60.58548667,-165.2557892,352,United States of America,US,USA,Alaska,#N/A
Nome,Nome,64.50610008,-165.4063744,3021,United States of America,US,USA,Alaska,#N/A
Shishmaref,Shishmaref,66.25697512,-166.0718893,254,United States of America,US,USA,Alaska,#N/A
Hooper Bay,Hooper Bay,61.53108787,-166.0965648,623,United States of America,US,USA,Alaska,#N/A
Mekoryuk,Mekoryuk,60.38864671,-166.1899372,99,United States of America,US,USA,Alaska,#N/A
Teller,Teller,65.26359906,-166.3607864,83,United States of America,US,USA,Alaska,#N/A
Unalaska,Unalaska,53.868584,-166.5316028,1938.5,United States of America,US,USA,Alaska,#N/A
Point Hope,Point Hope,68.34772605,-166.8080201,461,United States of America,US,USA,Alaska,#N/A
Wales,Wales,65.60959861,-168.0875027,99,United States of America,US,USA,Alaska,#N/A
Nikolski,Nikolski,52.93843406,-168.8676876,18,United States of America,US,USA,Alaska,#N/A
Gambell,Gambell,63.77971031,-171.7310787,681,United States of America,US,USA,Alaska,#N/A
Atka,Atka,52.19648968,-174.2004887,61,United States of America,US,USA,Alaska,#N/A
